Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Eyasluna,235827225,"""6917529579684376634""",keep,Legendary,Hand Cannon,30th,KineticSlot,Stasis,1600,,Stability,10,Vault,true,false,4,15,,96,85,84,61,14,0,0,74,140,45,11,49,0,0,0,0,0,0,0,0,0,10,false,0,17,,,,Adaptive Frame*,HitMark HCS*,Sureshot HCS,Appended Mag,High-Caliber Rounds*,Outlaw*,Demolitionist*,Masterworked: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Hezen Vengeance,4050645223,"""6917529581458030331""",keep,Legendary,Rocket Launcher,vaultofglass,Power,Solar,1600,,Velocity,1,Vault,true,false,4,14,,65,35,0,0,20,75,85,24,25,90,1,23,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Aggressive Frame*,Linear Compensator*,Quick Launch,Alloy Casing*,High-Velocity Rounds,Auto-Loading Holster*,Lasting Impression*,Tier 1: Velocity*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Forge's Pledge,1076810832,"""6917529581798039973""",keep,Legendary,Pulse Rifle,ironbanner,Energy,Solar,1600,,Range,1,Vault,true,false,4,15,,61,61,29,39,17,0,0,67,390,52,39,34,0,0,0,0,0,0,0,0,0,19,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Smallbore,Tactical Mag*,Alloy Magazine,Surplus*,Wellspring*,Tier 1: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Interference VI,2257180473,"""6917529584138043773""",keep,Legendary,Grenade Launcher,legendaryengram,Power,Arc,1600,,Velocity,1,Vault,true,false,3,10,,66,61,0,0,13,50,40,28,120,70,6,55,0,0,0,0,0,0,0,0,0,6,false,0,0,hakke,,,Adaptive Frame*,Linear Compensator,Quick Launch*,Alloy Casing*,High-Explosive Ordnance,Auto-Loading Holster*,Full Court*,Tier 1: Velocity*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Uzume RR4 (Adept),852228780,"""6917529594925658176""",keep,Legendary,Sniper Rifle,nightfall,Energy,Solar,1600,,Reload Speed,4,Vault,true,false,4,14,,75,67,70,65,50,0,0,58,90,59,5,51,0,0,0,0,0,0,0,0,0,3,false,0,0,omolon,,,Adaptive Frame*,Corkscrew Rifling*,Polygonal Rifling,Tactical Mag*,Flared Magwell,Snapshot Sights,Bottomless Grief*,Vorpal Weapon*,Tier 4: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
THE SWARM (Adept),3836861464,"""6917529598074976879""",keep,Legendary,Machine Gun,nightfall,Power,Arc,1600,,Reload Speed,3,Vault,true,false,4,13,,100,39,70,69,16,0,0,38,360,56,47,45,0,0,0,0,0,0,0,0,0,16,false,0,0,,,,High-Impact Frame*,Arrowhead Brake*,Extended Barrel,Alloy Magazine,Flared Magwell*,Surplus*,Bottomless Grief,Dragonfly*,Tier 3: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,
The Comedian (Adept),2443900757,"""6917529605869394872""",keep,Legendary,Shotgun,nightfall,Energy,Void,1600,,Stability,3,Vault,true,false,4,15,,65,38,80,28,12,0,0,51,60,35,4,40,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Aggressive Frame*,Barrel Shroud*,Full Choke,Assault Mag*,Appended Mag,Subsistence*,Bottomless Grief,Vorpal Weapon*,Tier 3: Stability*,Kill Tracker*,Crucible Tracker,,,,,,,,
Dead Messenger,2812324401,"""6917529642673939651""",keep,Exotic,Grenade Launcher,throneworld,Energy,Void,1600,,,10,Vault,true,false,5,16,,73,78,0,0,13,100,93,27,72,60,1,70,0,0,0,0,0,0,0,0,0,6,false,0,687,,,,Trinary Vision*,Quick Launch*,High-Velocity Rounds*,The Fundamentals*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Dead Messenger Catalyst*,,,,,,,,,,,
Parasite,2812324400,"""6917529642758460367""",keep,Exotic,Grenade Launcher,throneworld,Power,Solar,1600,,,,Vault,true,false,5,16,,77,68,0,0,13,100,0,53,120,44,1,47,0,0,0,0,0,0,0,0,0,11,false,0,4,,,,Worm's Hunger*,Volatile Launch*,High-Explosive Ordnance*,Worm Byproduct*,Composite Stock*,Wyrm Perilous*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Red Herring,3175851496,"""6917529647579606731""",keep,Legendary,Rocket Launcher,campaign,Power,Void,1600,,,,Vault,true,false,5,16,,96,62,0,0,20,50,63,52,20,52,1,50,0,0,0,0,0,0,0,0,0,3,true,1,4,,,,Adaptive Frame*,Countermass*,High-Velocity Rounds*,Killing Wind*,Golden Tricorn*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Empirical Evidence,2607304614,"""6917529649679233872""",keep,Legendary,Sidearm,campaign,KineticSlot,Kinetic,1600,,,,Vault,true,false,5,16,,100,86,56,62,12,0,0,33,325,24,29,24,0,0,0,0,0,0,0,0,0,21,true,1,0,,,,Aggressive Burst*,Extended Barrel*,Appended Mag*,Pulse Monitor*,Unrelenting*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Father's Sins,3865728990,"""6917529655444473708""",keep,Legendary,Sniper Rifle,wellspring,Energy,Void,1600,,Reload Speed,4,Vault,true,false,5,16,,63,73,55,41,35,0,0,41,140,59,5,61,0,0,0,0,0,0,0,0,0,1,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Corkscrew Rifling,Accurized Rounds*,Alloy Magazine,Triple Tap*,Focused Fury*,Tier 4: Reload Speed*,Psychohack*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Tarnation,2721157927,"""6917529658200805687""",keep,Legendary,Grenade Launcher,wellspring,Power,Arc,1600,,,,Vault,true,false,5,16,,93,29,0,0,13,20,53,33,150,4,7,31,0,0,0,0,0,0,0,0,0,7,true,1,0,,,,Rapid-Fire Frame*,Countermass*,Augmented Drum*,Killing Wind*,Wellspring*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Telesto,2208405142,"""6917529680797429703""",keep,Exotic,Fusion Rifle,,Energy,Void,1600,,"Magazine, Inventory Size",10,Vault,true,false,1,2,,66,46,85,35,20,0,0,79,0,80,7,62,820,0,0,0,0,0,0,0,0,9,false,0,128,,,,Unplanned Reprieve*,Projection Fuse*,Harbinger's Pulse*,Polymer Grip*,Telesto Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,,,
Edge of Intent,14194600,"""6917529686715453810""",keep,Exotic,Glaive,enclave,Energy,Solar,1800,,,10,Warlock(1816),true,false,5,16,,0,50,95,75,0,0,0,0,45,65,3,50,0,0,0,0,0,0,0,0,60,12,true,7,511,,,,Edge of Intent*,Lightweight Emitter*,Light Mag*,Restorative Turret*,Short-Action Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,Shaped Weapon*,Empty Weapon Level Boost Socket*,,,,,,,,,
The Enigma,2595497736,"""6917529702606022578""",keep,Legendary,Glaive,campaign,Energy,Void,1600,,Reload Speed,10,Vault,true,false,5,16,,0,61,80,62,0,0,0,0,55,70,4,42,0,0,0,0,0,0,0,0,37,5,true,57,789,,,,Adaptive Glaive*,Lightweight Emitter*,Light Mag*,Impulse Amplifier*,Frenzy*,Scaly Keepsake*,*,Psychohack*,Gambit Memento Tracker*,Kill Tracker,Crucible Tracker,Shaped Weapon*,Gambit Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Submission,3886416794,"""6917529704104495469""",keep,Legendary,Submachine Gun,votd,KineticSlot,Kinetic,1600,,Stability,4,Vault,true,false,5,16,,100,58,15,44,15,0,0,44,900,39,38,65,0,0,0,0,0,0,0,0,0,27,false,0,1,,,,Lightweight Frame*,Full Bore*,Hammer-Forged Rifling,Tactical Mag*,Extended Mag,Overflow*,Demolitionist*,Tier 4: Stability*,Souldrinker*,Kill Tracker,Crucible Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Syncopation-53,2856514843,"""6917529708170089411""",keep,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Stasis,1806,,,,Titan(1813),true,true,5,16,,89,66,29,56,19,0,0,59,390,42,42,36,0,0,0,0,0,0,0,0,0,14,true,24,363,suros,,,Adaptive Frame*,Extended Barrel*,Appended Mag*,Moving Target*,Headstone*,*,Suros Synergy*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Hard Light,4124984448,"""6917529721032306329""",keep,Exotic,Auto Rifle,,Energy,Void,1810,,Stability,10,Vault,true,false,1,1,,100,100,21,40,16,0,0,100,600,64,49,77,0,0,0,0,0,0,0,0,0,31,false,0,1516,omolon,,,Volatile Light*,Polygonal Rifling*,Alloy Magazine*,The Fundamentals*,Composite Stock*,Foundational Structure*,Hard Light Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
Insidious,3428521585,"""6917529733719128096""",keep,Legendary,Pulse Rifle,votd,Energy,Arc,1600,,Stability,10,Vault,true,false,5,16,,78,44,35,69,18,0,0,90,450,34,40,42,0,0,0,0,0,0,0,0,0,31,false,0,500,,,,Aggressive Burst*,Extended Barrel,Fluted Barrel*,Accurized Rounds,Steady Rounds*,Dragonfly*,Adaptive Munitions*,Masterworked: Stability*,Souldrinker*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,Empty Weapon Level Boost Socket*,,,,,
Reckless Endangerment,3216652511,"""6917529734702864067""",keep,Legendary,Shotgun,crucible,KineticSlot,Kinetic,1600,,Handling,10,Vault,true,false,5,16,,60,50,65,42,12,0,0,50,90,59,6,75,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Lightweight Frame*,Full Choke*,Assault Mag*,Perpetual Motion*,Steady Hands,Swashbuckler*,Snapshot Sights,Masterworked: Handling*,Kill Tracker*,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,,,,,,
The Hothead (Adept),1866778462,"""6917529737397347093""",keep,Legendary,Rocket Launcher,nightfall,Power,Arc,1810,,Reload Speed,10,Warlock(1816),true,false,5,16,,75,67,0,0,20,53,70,53,20,55,1,65,0,0,0,0,0,0,0,0,0,8,false,0,694,,"weapons, Mactics' Fallen Sunstar Warlock, Nez Strand Graviton, Mactics' Strand Osteo Warlock, #a-cowl #12punch #",,Adaptive Frame*,Linear Compensator,Quick Launch*,Alloy Casing,Impact Casing*,Tracking Module*,Impulse Amplifier,Vorpal Weapon*,Sinking Feeling*,Adept Big Ones Spec*,Masterworked: Reload Speed*,Stunning Recovery,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,
Cataclysmic,999767358,"""6917529748656416326""",keep,Legendary,Linear Fusion Rifle,votd,Power,Solar,1810,,Stability,10,Hunter(1814),true,false,5,16,,70,66,44,54,25,0,0,48,0,25,6,26,533,0,0,0,0,0,0,0,0,13,false,0,14,,,,Precision Frame*,Full Bore*,Polygonal Rifling,Ionized Battery,Liquid Coils*,Surplus*,Clown Cartridge*,Backup Mag*,Masterworked: Stability*,Souldrinker*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Deliverance,768621510,"""6917529748696142023""",keep,Legendary,Fusion Rifle,votd,KineticSlot,Stasis,1600,,Stability,10,Vault,true,false,5,16,,80,67,80,77,16,0,0,52,0,34,7,27,780,0,0,0,0,0,0,0,0,9,false,0,40,,,,Precision Frame*,Full Bore*,Polygonal Rifling,Enhanced Battery*,Ionized Battery,Sleight of Hand*,Chill Clip*,Masterworked: Stability*,Souldrinker*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Empty Vessel,4255586669,"""6917529750337552789""",keep,Legendary,Grenade Launcher,strikes,Energy,Solar,1600,,Reload Speed,1,Vault,true,false,4,14,,100,73,0,0,13,0,72,34,90,66,1,74,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Lightweight Frame*,Countermass*,Linear Compensator,Disorienting Grenades*,Proximity Grenades,Auto-Loading Holster*,Disruption Break*,Tier 1: Reload Speed*,Kill Tracker*,Crucible Tracker,,,,,,,,,
Fel Taradiddle,1399109800,"""6917529751154212607""",keep,Legendary,Combat Bow,wellspring,KineticSlot,Kinetic,1800,,Accuracy,10,Vault,true,false,5,16,,58,77,68,0,18,0,0,44,0,62,0,67,0,612,69,0,0,0,0,0,0,12,true,23,1754,,,,Lightweight Frame*,High Tension String*,Fiberglass Arrow Shaft*,Shoot to Loot*,Explosive Head*,*,Psychohack*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Edge of Action,2535142413,"""6917529769205295246""",keep,Exotic,Glaive,enclave,Energy,Void,1600,,,10,Vault,true,false,5,16,,0,30,80,30,0,0,0,0,55,30,4,40,0,0,0,0,0,0,0,0,90,7,true,2,94,,,,Edge of Action*,Low-Impedance Windings*,Alloy Magazine*,Remote Shield*,Hand-Laid Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,Shaped Weapon*,Empty Weapon Level Boost Socket*,,,,,,,,,
Lingering Dread,2026087437,"""6917529772053072563""",keep,Legendary,Grenade Launcher,duality,KineticSlot,Stasis,1600,,Reload Speed,10,Vault,true,false,5,17,,78,75,0,0,13,0,78,34,90,80,1,80,0,0,0,0,0,0,0,0,0,3,false,0,17,,,,Lightweight Frame*,Linear Compensator,Smart Drift Control*,Disorienting Grenades*,Concussion Grenades,Unrelenting*,Chill Clip*,Masterworked: Reload Speed*,Bitterspite*,Kill Tracker*,Crucible Tracker,,,,,,,,
Collective Obligation,3505113722,"""6917529780306685862""",keep,Exotic,Pulse Rifle,votd,Energy,Void,1600,,,,Vault,true,false,5,16,,100,67,29,49,17,0,0,70,390,56,36,51,0,0,0,0,0,0,0,0,0,26,false,0,15,,,,Void Leech*,Arrowhead Brake*,Flared Magwell*,Umbral Sustenance*,Hand-Laid Stock*,In Finality*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Eyes of Tomorrow,2399110176,"""6917529780383164377""",keep,Exotic,Rocket Launcher,deepstonecrypt,Power,Solar,1810,,,,Hunter(1814),true,false,4,12,,100,68,0,0,20,50,57,82,20,76,1,49,0,0,0,0,0,0,0,0,0,7,false,0,4,,Mactics' Fallen Sunstar Warlock,,Eyes on All*,Smart Drift Control*,Alloy Casing*,Adaptive Ordnance*,Fitted Stock*,Cyberoptics*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Riskrunner,3089417789,"""6917529781876372134""",keep,Exotic,Submachine Gun,,Energy,Arc,1600,,Range,10,Vault,true,false,1,1,,100,50,20,80,13,0,0,55,900,15,41,71,0,0,0,0,0,0,0,0,0,41,false,0,346,,,,Arc Conductor*,Arrowhead Brake*,Extended Mag*,Superconductor*,Short-Action Stock*,Riskrunner Catalyst*,Kill Tracker*,Crucible Tracker,,,,,,,,,,,
Fixed Odds,2194955522,"""6917529788851578742""",keep,Legendary,Machine Gun,duality,Power,Solar,1810,,Handling,10,Vault,true,false,5,17,,66,33,70,80,16,0,0,35,360,31,58,40,0,0,0,0,0,0,0,0,0,16,false,0,17,,,,High-Impact Frame*,Polygonal Rifling,Smallbore*,Accurized Rounds*,Extended Mag,Feeding Frenzy*,Killing Tally*,Coronal Bloom*,Backup Mag*,Masterworked: Handling*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,"Unseeing, to Be Shown*",Empty Weapon Level Boost Socket*,,
Burden of Guilt,933455006,"""6917529790821087119""",keep,Legendary,Fusion Rifle,trials,KineticSlot,Stasis,1600,,Range,10,Vault,true,false,5,17,,55,52,70,51,15,0,0,44,0,11,8,47,660,0,0,0,0,0,0,0,0,8,false,0,9,,,,Adaptive Frame*,Fluted Barrel*,Polygonal Rifling,Ionized Battery*,Projection Fuse,Perpetual Motion*,Chill Clip*,Masterworked: Range*,Alacrity*,One Quiet Moment,Kill Tracker*,Crucible Tracker,,,,,,,
CALUS Mini-Tool,2490988246,"""6917529792232500160""",keep,Legendary,Submachine Gun,dcv,Energy,Solar,1600,,Stability,10,Vault,true,false,5,17,,80,49,15,37,14,0,0,69,900,43,38,72,0,0,0,0,0,0,0,0,0,28,true,100,3919,,,,MIDA Synergy*,Corkscrew Rifling*,Tactical Mag*,Threat Detector*,Incandescent*,*,To Excess*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,"Defenseless, to Be Armed*",Empty Weapon Level Boost Socket*,,,,
Palmyra-B,3489657138,"""6917529792239033381""",keep,Legendary,Rocket Launcher,legendaryengram,Power,Stasis,1600,,,,Vault,true,false,5,16,,65,62,0,0,20,50,44,40,15,22,1,38,0,0,0,0,0,0,0,0,0,5,true,31,228,hakke,,,Häkke Precision Frame*,Volatile Launch*,Black Powder*,Auto-Loading Holster*,Chill Clip*,Crucible Alizarin*,*,Hakke Breach Armaments*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Dead Weight,3738678140,"""6917529792753512134""",keep,Legendary,Shotgun,drifter,Energy,Arc,1600,,Stability,3,Vault,true,false,5,17,,70,66,65,38,12,0,0,33,140,44,8,22,0,0,0,0,0,0,0,0,0,12,false,0,0,,,,Rapid-Fire Frame*,Rifled Barrel*,Full Choke,Extended Mag*,Light Mag,Auto-Loading Holster*,Vorpal Weapon*,Tier 3: Stability*,Gun and Run*,Kill Tracker*,Crucible Tracker,,,,,,,,
Chain of Command,3105930175,"""6917529792789743750""",keep,Legendary,Machine Gun,crucible,Power,Stasis,1600,,Range,10,Vault,true,false,5,17,,100,61,41,58,16,0,0,37,450,46,53,66,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,High-Caliber Rounds*,Adrenaline Junkie*,Osmosis,Demolitionist*,Adaptive Munitions,Masterworked: Range*,Kill Tracker*,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,,,,,,
Strident Whistle,2591241074,"""6917529793657196440""",keep,Legendary,Combat Bow,strikes,Energy,Solar,1600,,Reload Speed,1,Vault,true,false,5,17,,76,64,76,0,18,0,0,41,0,41,0,65,0,684,89,0,0,0,0,0,0,5,false,0,0,,,,Precision Frame*,Agile Bowstring*,Flexible String,Fiberglass Arrow Shaft*,Natural Fletching,Surplus,Sneak Bow*,Quickdraw,Incandescent*,Dragonfly,Tier 1: Reload Speed*,Vanguard's Vindication*,Kill Tracker*,Crucible Tracker,,,,,
Hollow Denial,2323544076,"""6917529793931247626""",keep,Legendary,Trace Rifle,haunted,Energy,Void,1810,,,,Hunter(1814),true,false,5,17,,99,100,6,66,16,0,0,86,1000,46,102,55,0,0,0,0,0,0,0,0,0,9,true,2,149,,,,Adaptive Frame*,Polygonal Rifling*,Enhanced Battery*,Rangefinder*,Dragonfly*,*,Extrovert*,Gambit Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Gambit Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Seventh Seraph Officer Revolver,3037520408,"""6917529794761309982""",keep,Legendary,Hand Cannon,rasputin,KineticSlot,Kinetic,1600,,Handling,1,Vault,true,false,3,10,,84,68,78,35,14,0,0,64,180,59,13,31,0,0,0,0,0,0,0,0,0,10,false,0,3,,,,Precision Frame*,Arrowhead Brake,Smallbore*,Accurized Rounds,Tactical Mag*,Threat Detector*,Multikill Clip*,Tier 1: Handling*,Kill Tracker,Crucible Tracker*,,,,,,,,,
Tears of Contrition,1366394399,"""6917529796326114584""",keep,Legendary,Scout Rifle,haunted,KineticSlot,Kinetic,1600,,Stability,10,Vault,true,false,5,17,,100,60,62,42,19,0,0,74,180,39,16,56,0,0,0,0,0,0,0,0,0,20,false,0,141,,,,Precision Frame*,Arrowhead Brake*,Corkscrew Rifling,Steady Rounds*,Flared Magwell,Well-Rounded*,Explosive Payload*,Masterworked: Stability*,Extrovert*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Riptide,2715240478,"""6917529797540983128""",keep,Legendary,Fusion Rifle,crucible,KineticSlot,Stasis,1775,,Charge Time,10,Vault,true,false,5,17,,83,31,50,21,15,0,0,31,0,45,8,60,460,0,0,0,0,0,0,0,0,3,false,0,121,,,,Rapid-Fire Frame*,Arrowhead Brake*,Extended Barrel,Enhanced Battery*,Projection Fuse,Lead from Gold*,Chill Clip*,Hoarfrost Sunrise*,Masterworked: Charge Time*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Explosive Personality,4096943616,"""6917529798949034921""",keep,Legendary,Grenade Launcher,psiops,Energy,Solar,1600,,,,Vault,true,false,5,16,,100,67,0,0,13,100,82,33,72,78,1,78,0,0,0,0,0,0,0,0,0,1,true,2,117,,Cyrtarachne's Facade Maven,,Wave Frame*,Countermass*,High-Velocity Rounds*,Threat Detector*,Unrelenting*,*,Land Tank*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Under Your Skin,232928045,"""6917529798985358231""",keep,Legendary,Combat Bow,psiops,Energy,Void,1600,,,,Vault,true,false,5,16,,75,70,76,0,18,0,0,62,0,40,0,70,0,684,74,0,0,0,0,0,0,15,true,1,3,,,,Precision Frame*,Agile Bowstring*,Carbon Arrow Shaft*,Unrelenting*,Explosive Head*,*,Land Tank*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,,
Bottom Dollar,1046651176,"""6917529800308137651""",keep,Legendary,Hand Cannon,drifter,Energy,Void,1600,,Handling,4,Vault,true,false,4,13,,85,66,92,70,14,0,0,33,120,35,10,35,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Aggressive Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Accurized Rounds,Tactical Mag*,Outlaw*,Multikill Clip*,Opening Shot,Tier 4: Handling*,Gun and Run*,Kill Tracker*,Crucible Tracker,,,,,,,
Blasphemer,2782847179,"""6917529800948319976""",keep,Legendary,Shotgun,moon,KineticSlot,Kinetic,1600,,Range,10,Vault,true,false,4,13,,60,61,70,88,12,0,0,40,65,43,6,43,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Pinpoint Slug Frame*,Hammer-Forged Rifling*,Accurized Rounds*,High-Caliber Rounds,Quickdraw*,Opening Shot*,Masterworked: Range*,Kill Tracker*,Crucible Tracker,,,,,,,,,,
The Summoner,1907698332,"""6917529802459979414""",keep,Legendary,Auto Rifle,trials,Energy,Solar,1600,,Reload Speed,10,Vault,true,false,5,16,,57,62,21,55,16,0,0,36,600,81,42,65,0,0,0,0,0,0,0,0,0,24,false,0,106,,,,Adaptive Frame*,Chambered Compensator,Full Bore*,Flared Magwell*,Light Mag,Dynamic Sway Reduction*,Wellspring*,Masterworked: Reload Speed*,Alacrity*,One Quiet Moment,Kill Tracker*,Crucible Tracker,,,,,,,
Symmetry,4017959782,"""6917529804036151126""",keep,Exotic,Scout Rifle,,Energy,Arc,1810,,,10,Hunter(1814),true,false,3,9,,85,75,45,30,20,0,0,64,260,15,20,36,0,0,0,0,0,0,0,0,0,23,false,0,147,,,,Revolution*,Hammer-Forged Rifling*,Particle Repeater*,Dynamic Charge*,Composite Stock*,Skyline Constellation*,Kill Tracker*,Crucible Tracker,Symmetry Catalyst*,,,,,,,,,,
Piece of Mind,2097055732,"""6917529804927092500""",keep,Legendary,Pulse Rifle,psiops,KineticSlot,Kinetic,1810,,Range,10,Vault,true,false,5,16,,58,87,23,61,18,0,0,38,540,34,35,24,0,0,0,0,0,0,0,0,0,17,true,77,81,,,,Rapid-Fire Frame*,Full Bore*,High-Caliber Rounds*,Perpetual Motion Enhanced*,Adrenaline Junkie*,Targeting Adjuster*,*,Land Tank*,Gambit Memento Tracker,Kill Tracker,Crucible Tracker*,Shaped Weapon*,Gambit Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Thoughtless,4067556514,"""6917529804959248141""",keep,Legendary,Sniper Rifle,psiops,KineticSlot,Stasis,1600,,,,Vault,true,false,5,16,,89,67,70,61,46,0,0,49,90,44,4,35,0,0,0,0,0,0,0,0,0,2,true,1,11,,,,Adaptive Frame*,Extended Barrel*,Alloy Magazine*,Overflow*,Quickdraw*,*,Land Tank*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Frozen Orbit,3473290087,"""6917529806098221576""",keep,Legendary,Sniper Rifle,crucible,Energy,Void,1600,,Stability,10,Vault,true,false,4,13,,75,48,90,72,50,0,0,47,72,40,3,35,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Polygonal Rifling,Tactical Mag*,Extended Mag,Surplus*,No Distractions,Quickdraw*,Masterworked: Stability*,One Quiet Moment*,Kill Tracker*,Crucible Tracker,,,,,,,
Nezarec's Whisper,254636484,"""6917529808862751324""",keep,Legendary,Glaive,haunted,Energy,Arc,1800,,Reload Speed,10,Hunter(1814),true,false,5,17,,0,55,80,57,0,0,0,0,55,55,5,49,0,0,0,0,0,0,0,0,34,9,true,31,1418,,Mactics' Fallen Sunstar Warlock,,Adaptive Glaive*,Lightweight Emitter*,Light Mag*,Impulse Amplifier*,Adaptive Munitions*,*,Extrovert*,Nightfall Memento Tracker*,Kill Tracker,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Drang (Baroque),502356570,"""6917529809109302046""",keep,Legendary,Sidearm,dcv,Energy,Solar,1600,,,,Vault,true,false,5,17,,90,70,49,40,13,0,0,75,300,30,18,61,0,0,0,0,0,0,0,0,0,30,true,8,808,,,,Together Forever*,Extended Barrel*,Steady Rounds*,Disruption Break*,Incandescent*,*,To Excess*,Nightfall Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Nightfall Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
